step,time,Ua,Ub,Uc,Ia,Ib,Ic
784,0.196,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
785,0.19625,-92.388,13.0526,79.3353,-0.495722,0.191342,0.304381
786,0.1965,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.334565
787,0.19675,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.362687
788,0.197,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.388573
789,0.19725,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.412063
790,0.1975,-70.7107,-25.8819,96.5926,-0.433013,-2.54819e-14,0.433013
791,0.19775,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,0.451293
792,0.198,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,0.46679
793,0.19825,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,0.47941
794,0.1985,-45.399,-54.4639,99.863,-0.334565,-0.154508,0.489074
795,0.19875,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,0.495722
796,0.199,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,0.499315
797,0.19925,-23.3445,-72.5374,95.882,-0.238579,-0.261249,0.499829
798,0.1995,-15.6434,-77.7146,93.358,-0.203368,-0.293893,0.497261
799,0.19975,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,0.491627
800,0.2,4.72887e-12,-86.6025,86.6025,-0.12941,-0.353553,0.482963
801,0.20025,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,0.471321
802,0.2005,15.6434,-93.358,77.7146,-0.0522642,-0.404508,0.456773
803,0.20075,23.3445,-95.882,72.5374,-0.0130885,-0.42632,0.439409
804,0.201,30.9017,-97.8148,66.9131,0.026168,-0.445503,0.419335
805,0.20125,38.2683,-99.1445,60.8761,0.0652631,-0.46194,0.396677
806,0.2015,45.399,-99.863,54.4639,0.103956,-0.475528,0.371572
807,0.20175,52.2499,-99.9657,47.7159,0.142008,-0.486185,0.344177
808,0.202,58.7785,-99.4522,40.6737,0.179184,-0.493844,0.31466
809,0.20225,64.9448,-98.3255,33.3807,0.215256,-0.498459,0.283203
810,0.2025,70.7107,-96.5926,25.8819,0.25,-0.5,0.25
811,0.20275,76.0406,-94.2641,18.2236,0.283203,-0.498459,0.215256
812,0.203,80.9017,-91.3545,10.4528,0.31466,-0.493844,0.179184
813,0.20325,85.264,-87.8817,2.61769,0.344177,-0.486185,0.142008
814,0.2035,89.1007,-83.8671,-5.2336,0.371572,-0.475528,0.103956
815,0.20375,92.388,-79.3353,-13.0526,0.396677,-0.46194,0.0652631
816,0.204,95.1057,-74.3145,-20.7912,0.419335,-0.445503,0.026168
817,0.20425,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.0130885
818,0.2045,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.0522642
819,0.20475,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.0911178
820,0.205,100,-50,-50,0.482963,-0.353553,-0.12941
821,0.20525,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.166903
822,0.2055,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.203368
823,0.20575,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.238579
824,0.206,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.27232
825,0.20625,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.304381
826,0.2065,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.334565
827,0.20675,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.362687
828,0.207,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.388573
829,0.20725,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.412063
830,0.2075,70.7107,25.8819,-96.5926,0.433013,2.36443e-14,-0.433013
831,0.20775,64.9448,33.3807,-98.3255,0.412063,0.0392295,-0.451293
832,0.208,58.7785,40.6737,-99.4522,0.388573,0.0782172,-0.46679
833,0.20825,52.2499,47.7159,-99.9657,0.362687,0.116723,-0.47941
834,0.2085,45.399,54.4639,-99.863,0.334565,0.154508,-0.489074
835,0.20875,38.2683,60.8761,-99.1445,0.304381,0.191342,-0.495722
836,0.209,30.9017,66.9131,-97.8148,0.27232,0.226995,-0.499315
837,0.20925,23.3445,72.5374,-95.882,0.238579,0.261249,-0.499829
838,0.2095,15.6434,77.7146,-93.358,0.203368,0.293893,-0.497261
839,0.20975,7.84591,82.4126,-90.2585,0.166903,0.324724,-0.491627
840,0.21,-4.36135e-12,86.6025,-86.6025,0.12941,0.353553,-0.482963
841,0.21025,-7.84591,90.2585,-82.4126,0.0911178,0.380203,-0.471321
842,0.2105,-15.6434,93.358,-77.7146,0.0522642,0.404508,-0.456773
843,0.21075,-23.3445,95.882,-72.5374,0.0130885,0.42632,-0.439409
844,0.211,-30.9017,97.8148,-66.9131,-0.026168,0.445503,-0.419335
845,0.21125,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,-0.396677
846,0.2115,-45.399,99.863,-54.4639,-0.103956,0.475528,-0.371572
847,0.21175,-52.2499,99.9657,-47.7159,-0.142008,0.486185,-0.344177
848,0.212,-58.7785,99.4522,-40.6737,-0.179184,0.493844,-0.31466
849,0.21225,-64.9448,98.3255,-33.3807,-0.215256,0.498459,-0.283203
850,0.2125,-70.7107,96.5926,-25.8819,-0.25,0.5,-0.25
851,0.21275,-76.0406,94.2641,-18.2236,-0.283203,0.498459,-0.215256
852,0.213,-80.9017,91.3545,-10.4528,-0.31466,0.493844,-0.179184
853,0.21325,-85.264,87.8817,-2.61769,-0.344177,0.486185,-0.142008
854,0.2135,-89.1007,83.8671,5.2336,-0.371572,0.475528,-0.103956
855,0.21375,-92.388,79.3353,13.0526,-0.396677,0.46194,-0.0652631
856,0.214,-95.1057,74.3145,20.7912,-0.419335,0.445503,-0.026168
857,0.21425,-97.237,68.8355,28.4015,-0.439409,0.42632,0.0130885
858,0.2145,-98.7688,62.932,35.8368,-0.456773,0.404508,0.0522642
859,0.21475,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.0911178
860,0.215,-100,50,50,-0.482963,0.353553,0.12941
861,0.21525,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.166903
862,0.2155,-98.7688,35.8368,62.932,-0.497261,0.293893,0.203368
863,0.21575,-97.237,28.4015,68.8355,-0.499829,0.261249,0.238579
864,0.216,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
865,0.21625,-92.388,13.0526,79.3353,-0.495722,0.191342,0.304381
866,0.2165,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.334565
867,0.21675,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.362687
868,0.217,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.388573
869,0.21725,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.412063
870,0.2175,-70.7107,-25.8819,96.5926,-0.433013,-2.18068e-14,0.433013
871,0.21775,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,0.451293
872,0.218,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,0.46679
873,0.21825,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,0.47941
874,0.2185,-45.399,-54.4639,99.863,-0.334565,-0.154508,0.489074
875,0.21875,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,0.495722
876,0.219,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,0.499315
877,0.21925,-23.3445,-72.5374,95.882,-0.238579,-0.261249,0.499829
878,0.2195,-15.6434,-77.7146,93.358,-0.203368,-0.293893,0.497261
879,0.21975,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,0.491627
880,0.22,4.70438e-12,-86.6025,86.6025,-0.12941,-0.353553,0.482963
881,0.22025,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,0.471321
882,0.2205,15.6434,-93.358,77.7146,-0.0522642,-0.404508,0.456773
883,0.22075,23.3445,-95.882,72.5374,-0.0130885,-0.42632,0.439409
884,0.221,30.9017,-97.8148,66.9131,0.026168,-0.445503,0.419335
885,0.22125,38.2683,-99.1445,60.8761,0.0652631,-0.46194,0.396677
886,0.2215,45.399,-99.863,54.4639,0.103956,-0.475528,0.371572
887,0.22175,52.2499,-99.9657,47.7159,0.142008,-0.486185,0.344177
888,0.222,58.7785,-99.4522,40.6737,0.179184,-0.493844,0.31466
889,0.22225,64.9448,-98.3255,33.3807,0.215256,-0.498459,0.283203
890,0.2225,70.7107,-96.5926,25.8819,0.25,-0.5,0.25
891,0.22275,76.0406,-94.2641,18.2236,0.283203,-0.498459,0.215256
892,0.223,80.9017,-91.3545,10.4528,0.31466,-0.493844,0.179184
893,0.22325,85.264,-87.8817,2.61769,0.344177,-0.486185,0.142008
894,0.2235,89.1007,-83.8671,-5.2336,0.371572,-0.475528,0.103956
895,0.22375,92.388,-79.3353,-13.0526,0.396677,-0.46194,0.0652631
896,0.224,95.1057,-74.3145,-20.7912,0.419335,-0.445503,0.026168
897,0.22425,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.0130885
898,0.2245,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.0522642
899,0.22475,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.0911178
900,0.225,100,-50,-50,0.482963,-0.353553,-0.12941
901,0.22525,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.166903
902,0.2255,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.203368
903,0.22575,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.238579
904,0.226,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.27232
905,0.22625,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.304381
906,0.2265,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.334565
907,0.22675,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.362687
908,0.227,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.388573
909,0.22725,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.412063
910,0.2275,70.7107,25.8819,-96.5926,0.433013,2.35219e-14,-0.433013
911,0.22775,64.9448,33.3807,-98.3255,0.412063,0.0392295,-0.451293
912,0.228,58.7785,40.6737,-99.4522,0.388573,0.0782172,-0.46679
913,0.22825,52.2499,47.7159,-99.9657,0.362687,0.116723,-0.47941
914,0.2285,45.399,54.4639,-99.863,0.334565,0.154508,-0.489074
915,0.22875,38.2683,60.8761,-99.1445,0.304381,0.191342,-0.495722
916,0.229,30.9017,66.9131,-97.8148,0.27232,0.226995,-0.499315
917,0.22925,23.3445,72.5374,-95.882,0.238579,0.261249,-0.499829
918,0.2295,15.6434,77.7146,-93.358,0.203368,0.293893,-0.497261
919,0.22975,7.84591,82.4126,-90.2585,0.166903,0.324724,-0.491627
920,0.23,-5.0474e-12,86.6025,-86.6025,0.12941,0.353553,-0.482963
921,0.23025,-7.84591,90.2585,-82.4126,0.0911178,0.380203,-0.471321
922,0.2305,-15.6434,93.358,-77.7146,0.0522642,0.404508,-0.456773
923,0.23075,-23.3445,95.882,-72.5374,0.0130885,0.42632,-0.439409
924,0.231,-30.9017,97.8148,-66.9131,-0.026168,0.445503,-0.419335
925,0.23125,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,-0.396677
926,0.2315,-45.399,99.863,-54.4639,-0.103956,0.475528,-0.371572
927,0.23175,-52.2499,99.9657,-47.7159,-0.142008,0.486185,-0.344177
928,0.232,-58.7785,99.4522,-40.6737,-0.179184,0.493844,-0.31466
929,0.23225,-64.9448,98.3255,-33.3807,-0.215256,0.498459,-0.283203
930,0.2325,-70.7107,96.5926,-25.8819,-0.25,0.5,-0.25
931,0.23275,-76.0406,94.2641,-18.2236,-0.283203,0.498459,-0.215256
932,0.233,-80.9017,91.3545,-10.4528,-0.31466,0.493844,-0.179184
933,0.23325,-85.264,87.8817,-2.61769,-0.344177,0.486185,-0.142008
934,0.2335,-89.1007,83.8671,5.2336,-0.371572,0.475528,-0.103956
935,0.23375,-92.388,79.3353,13.0526,-0.396677,0.46194,-0.0652631
936,0.234,-95.1057,74.3145,20.7912,-0.419335,0.445503,-0.026168
937,0.23425,-97.237,68.8355,28.4015,-0.439409,0.42632,0.0130885
938,0.2345,-98.7688,62.932,35.8368,-0.456773,0.404508,0.0522642
939,0.23475,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.0911178
940,0.235,-100,50,50,-0.482963,0.353553,0.12941
941,0.23525,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.166903
942,0.2355,-98.7688,35.8368,62.932,-0.497261,0.293893,0.203368
943,0.23575,-97.237,28.4015,68.8355,-0.499829,0.261249,0.238579
944,0.236,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
945,0.23625,-92.388,13.0526,79.3353,-0.495722,0.191342,0.304381
946,0.2365,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.334565
947,0.23675,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.362687
948,0.237,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.388573
949,0.23725,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.412063
950,0.2375,-70.7107,-25.8819,96.5926,-0.433013,-2.5237e-14,0.433013
951,0.23775,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,0.451293
952,0.238,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,0.46679
953,0.23825,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,0.47941
954,0.2385,-45.399,-54.4639,99.863,-0.334565,-0.154508,0.489074
955,0.23875,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,0.495722
956,0.239,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,0.499315
957,0.23925,-23.3445,-72.5374,95.882,-0.238579,-0.261249,0.499829
958,0.2395,-15.6434,-77.7146,93.358,-0.203368,-0.293893,0.497261
959,0.23975,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,0.491627
960,0.24,5.39043e-12,-86.6025,86.6025,-0.12941,-0.353553,0.482963
961,0.24025,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,0.471321
962,0.2405,15.6434,-93.358,77.7146,-0.0522642,-0.404508,0.456773
963,0.24075,23.3445,-95.882,72.5374,-0.0130885,-0.42632,0.439409
964,0.241,30.9017,-97.8148,66.9131,0.026168,-0.445503,0.419335
965,0.24125,38.2683,-99.1445,60.8761,0.0652631,-0.46194,0.396677
966,0.2415,45.399,-99.863,54.4639,0.103956,-0.475528,0.371572
967,0.24175,52.2499,-99.9657,47.7159,0.142008,-0.486185,0.344177
968,0.242,58.7785,-99.4522,40.6737,0.179184,-0.493844,0.31466
969,0.24225,64.9448,-98.3255,33.3807,0.215256,-0.498459,0.283203
970,0.2425,70.7107,-96.5926,25.8819,0.25,-0.5,0.25
971,0.24275,76.0406,-94.2641,18.2236,0.283203,-0.498459,0.215256
972,0.243,80.9017,-91.3545,10.4528,0.31466,-0.493844,0.179184
973,0.24325,85.264,-87.8817,2.61769,0.344177,-0.486185,0.142008
974,0.2435,89.1007,-83.8671,-5.2336,0.371572,-0.475528,0.103956
975,0.24375,92.388,-79.3353,-13.0526,0.396677,-0.46194,0.0652631
976,0.244,95.1057,-74.3145,-20.7912,0.419335,-0.445503,0.026168
977,0.24425,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.0130885
978,0.2445,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.0522642
979,0.24475,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.0911178
980,0.245,100,-50,-50,0.482963,-0.353553,-0.12941
981,0.24525,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.166903
982,0.2455,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.203368
983,0.24575,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.238579
984,0.246,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.27232
985,0.24625,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.304381
986,0.2465,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.334565
987,0.24675,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.362687
988,0.247,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.388573
989,0.24725,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.412063
990,0.2475,70.7107,25.8819,-96.5926,0.433013,2.69521e-14,-0.433013
991,0.24775,64.9448,33.3807,-98.3255,0.412063,0.0392295,-0.451293
992,0.248,58.7785,40.6737,-99.4522,0.388573,0.0782172,-0.46679
993,0.24825,52.2499,47.7159,-99.9657,0.362687,0.116723,-0.47941
994,0.2485,45.399,54.4639,-99.863,0.334565,0.154508,-0.489074
995,0.24875,38.2683,60.8761,-99.1445,0.304381,0.191342,-0.495722
996,0.249,30.9017,66.9131,-97.8148,0.27232,0.226995,-0.499315
997,0.24925,23.3445,72.5374,-95.882,0.238579,0.261249,-0.499829
998,0.2495,15.6434,77.7146,-93.358,0.203368,0.293893,-0.497261
999,0.24975,7.84591,82.4126,-90.2585,0.166903,0.324724,-0.491627
1000,0.25,-5.73345e-12,86.6025,-86.6025,0.12941,0.353553,-0.482963
1001,0.25025,-7.84591,90.2585,-82.4126,0.0911178,0.380203,-0.471321
1002,0.2505,-15.6434,93.358,-77.7146,0.0522642,0.404508,-0.456773
1003,0.25075,-23.3445,95.882,-72.5374,0.0130885,0.42632,-0.439409
1004,0.251,-30.9017,97.8148,-66.9131,-0.026168,0.445503,-0.419335
1005,0.25125,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,-0.396677
1006,0.2515,-45.399,99.863,-54.4639,-0.103956,0.475528,-0.371572
1007,0.25175,-52.2499,99.9657,-47.7159,-0.142008,0.486185,-0.344177
1008,0.252,-58.7785,99.4522,-40.6737,-0.179184,0.493844,-0.31466
1009,0.25225,-64.9448,98.3255,-33.3807,-0.215256,0.498459,-0.283203
1010,0.2525,-70.7107,96.5926,-25.8819,-0.25,0.5,-0.25
1011,0.25275,-76.0406,94.2641,-18.2236,-0.283203,0.498459,-0.215256
1012,0.253,-80.9017,91.3545,-10.4528,-0.31466,0.493844,-0.179184
1013,0.25325,-85.264,87.8817,-2.61769,-0.344177,0.486185,-0.142008
1014,0.2535,-89.1007,83.8671,5.2336,-0.371572,0.475528,-0.103956
1015,0.25375,-92.388,79.3353,13.0526,-0.396677,0.46194,-0.0652631
1016,0.254,-95.1057,74.3145,20.7912,-0.419335,0.445503,-0.026168
1017,0.25425,-97.237,68.8355,28.4015,-0.439409,0.42632,0.0130885
1018,0.2545,-98.7688,62.932,35.8368,-0.456773,0.404508,0.0522642
1019,0.25475,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.0911178
1020,0.255,-100,50,50,-0.482963,0.353553,0.12941
1021,0.25525,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.166903
1022,0.2555,-98.7688,35.8368,62.932,-0.497261,0.293893,0.203368
1023,0.25575,-97.237,28.4015,68.8355,-0.499829,0.261249,0.238579
1024,0.256,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
1025,0.25625,-92.388,13.0526,79.3353,-0.495722,0.191342,0.304381
1026,0.2565,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.334565
1027,0.25675,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.362687
1028,0.257,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.388573
1029,0.25725,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.412063
1030,0.2575,-70.7107,-25.8819,96.5926,-0.433013,1.06336e-13,0.433013
1031,0.25775,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,0.451293
1032,0.258,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,0.46679
1033,0.25825,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,0.47941
1034,0.2585,-45.399,-54.4639,99.863,-0.334565,-0.154508,0.489074
1035,0.25875,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,0.495722
1036,0.259,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,0.499315
1037,0.25925,-23.3445,-72.5374,95.882,-0.238579,-0.261249,0.499829
1038,0.2595,-15.6434,-77.7146,93.358,-0.203368,-0.293893,0.497261
1039,0.25975,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,0.491627
1040,0.26,-2.94507e-11,-86.6025,86.6025,-0.12941,-0.353553,0.482963
1041,0.26025,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,0.471321
1042,0.2605,15.6434,-93.358,77.7146,-0.0522642,-0.404508,0.456773
1043,0.26075,23.3445,-95.882,72.5374,-0.0130885,-0.42632,0.439409
1044,0.261,30.9017,-97.8148,66.9131,0.026168,-0.445503,0.419335
1045,0.26125,38.2683,-99.1445,60.8761,0.0652631,-0.46194,0.396677
1046,0.2615,45.399,-99.863,54.4639,0.103956,-0.475528,0.371572
1047,0.26175,52.2499,-99.9657,47.7159,0.142008,-0.486185,0.344177
1048,0.262,58.7785,-99.4522,40.6737,0.179184,-0.493844,0.31466
1049,0.26225,64.9448,-98.3255,33.3807,0.215256,-0.498459,0.283203
1050,0.2625,70.7107,-96.5926,25.8819,0.25,-0.5,0.25
1051,0.26275,76.0406,-94.2641,18.2236,0.283203,-0.498459,0.215256
1052,0.263,80.9017,-91.3545,10.4528,0.31466,-0.493844,0.179184
1053,0.26325,85.264,-87.8817,2.61769,0.344177,-0.486185,0.142008
1054,0.2635,89.1007,-83.8671,-5.2336,0.371572,-0.475528,0.103956
1055,0.26375,92.388,-79.3353,-13.0526,0.396677,-0.46194,0.0652631
1056,0.264,95.1057,-74.3145,-20.7912,0.419335,-0.445503,0.026168
1057,0.26425,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.0130885
1058,0.2645,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.0522642
1059,0.26475,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.0911178
1060,0.265,100,-50,-50,0.482963,-0.353553,-0.12941
1061,0.26525,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.166903
1062,0.2655,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.203368
1063,0.26575,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.238579
1064,0.266,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.27232
1065,0.26625,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.304381
1066,0.2665,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.334565
1067,0.26675,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.362687
1068,0.267,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.388573
1069,0.26725,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.412063
1070,0.2675,70.7107,25.8819,-96.5926,0.433013,-2.82256e-13,-0.433013
1071,0.26775,64.9448,33.3807,-98.3255,0.412063,0.0392295,-0.451293
1072,0.268,58.7785,40.6737,-99.4522,0.388573,0.0782172,-0.46679
1073,0.26825,52.2499,47.7159,-99.9657,0.362687,0.116723,-0.47941
1074,0.2685,45.399,54.4639,-99.863,0.334565,0.154508,-0.489074
1075,0.26875,38.2683,60.8761,-99.1445,0.304381,0.191342,-0.495722
1076,0.269,30.9017,66.9131,-97.8148,0.27232,0.226995,-0.499315
1077,0.26925,23.3445,72.5374,-95.882,0.238579,0.261249,-0.499829
1078,0.2695,15.6434,77.7146,-93.358,0.203368,0.293893,-0.497261
1079,0.26975,7.84591,82.4126,-90.2585,0.166903,0.324724,-0.491627
1080,0.27,6.32137e-11,86.6025,-86.6025,0.12941,0.353553,-0.482963
1081,0.27025,-7.84591,90.2585,-82.4126,0.0911178,0.380203,-0.471321
1082,0.2705,-15.6434,93.358,-77.7146,0.0522642,0.404508,-0.456773
1083,0.27075,-23.3445,95.882,-72.5374,0.0130885,0.42632,-0.439409
1084,0.271,-30.9017,97.8148,-66.9131,-0.026168,0.445503,-0.419335
1085,0.27125,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,-0.396677
1086,0.2715,-45.399,99.863,-54.4639,-0.103956,0.475528,-0.371572
1087,0.27175,-52.2499,99.9657,-47.7159,-0.142008,0.486185,-0.344177
1088,0.272,-58.7785,99.4522,-40.6737,-0.179184,0.493844,-0.31466
1089,0.27225,-64.9448,98.3255,-33.3807,-0.215256,0.498459,-0.283203
1090,0.2725,-70.7107,96.5926,-25.8819,-0.25,0.5,-0.25
1091,0.27275,-76.0406,94.2641,-18.2236,-0.283203,0.498459,-0.215256
1092,0.273,-80.9017,91.3545,-10.4528,-0.31466,0.493844,-0.179184
1093,0.27325,-85.264,87.8817,-2.61769,-0.344177,0.486185,-0.142008
1094,0.2735,-89.1007,83.8671,5.2336,-0.371572,0.475528,-0.103956
1095,0.27375,-92.388,79.3353,13.0526,-0.396677,0.46194,-0.0652631
1096,0.274,-95.1057,74.3145,20.7912,-0.419335,0.445503,-0.026168
1097,0.27425,-97.237,68.8355,28.4015,-0.439409,0.42632,0.0130885
1098,0.2745,-98.7688,62.932,35.8368,-0.456773,0.404508,0.0522642
1099,0.27475,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.0911178
1100,0.275,-100,50,50,-0.482963,0.353553,0.12941
1101,0.27525,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.166903
1102,0.2755,-98.7688,35.8368,62.932,-0.497261,0.293893,0.203368
1103,0.27575,-97.237,28.4015,68.8355,-0.499829,0.261249,0.238579
1104,0.276,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
1105,0.27625,-92.388,13.0526,79.3353,-0.495722,0.191342,0.304381
1106,0.2765,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.334565
1107,0.27675,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.362687
1108,0.277,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.388573
1109,0.27725,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.412063
1110,0.2775,-70.7107,-25.8819,96.5926,-0.433013,4.51072e-13,0.433013
1111,0.27775,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,0.451293
1112,0.278,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,0.46679
1113,0.27825,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,0.47941
1114,0.2785,-45.399,-54.4639,99.863,-0.334565,-0.154508,0.489074
1115,0.27875,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,0.495722
1116,0.279,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,0.499315
1117,0.27925,-23.3445,-72.5374,95.882,-0.238579,-0.261249,0.499829
1118,0.2795,-15.6434,-77.7146,93.358,-0.203368,-0.293893,0.497261
1119,0.27975,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,0.491627
1120,0.28,-9.83978e-11,-86.6025,86.6025,-0.12941,-0.353553,0.482963
1121,0.28025,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,0.471321
1122,0.2805,15.6434,-93.358,77.7146,-0.0522642,-0.404508,0.456773
1123,0.28075,23.3445,-95.882,72.5374,-0.0130885,-0.42632,0.439409
1124,0.281,30.9017,-97.8148,66.9131,0.026168,-0.445503,0.419335
1125,0.28125,38.2683,-99.1445,60.8761,0.0652631,-0.46194,0.396677
1126,0.2815,45.399,-99.863,54.4639,0.103956,-0.475528,0.371572
1127,0.28175,52.2499,-99.9657,47.7159,0.142008,-0.486185,0.344177
1128,0.282,58.7785,-99.4522,40.6737,0.179184,-0.493844,0.31466
1129,0.28225,64.9448,-98.3255,33.3807,0.215256,-0.498459,0.283203
1130,0.2825,70.7107,-96.5926,25.8819,0.25,-0.5,0.25
1131,0.28275,76.0406,-94.2641,18.2236,0.283203,-0.498459,0.215256
1132,0.283,80.9017,-91.3545,10.4528,0.31466,-0.493844,0.179184
1133,0.28325,85.264,-87.8817,2.61769,0.344177,-0.486185,0.142008
