step,time,Ua,Ub,Uc,Ia,Ib,Ic
351,0.08775,64.9448,33.3807,-98.3255,0.412063,0.0392295,-0.451293
352,0.088,58.7785,40.6737,-99.4522,0.388573,0.0782172,-0.46679
353,0.08825,52.2499,47.7159,-99.9657,0.362687,0.116723,-0.47941
354,0.0885,45.399,54.4639,-99.863,0.334565,0.154508,-0.489074
355,0.08875,38.2683,60.8761,-99.1445,0.304381,0.191342,-0.495722
356,0.089,30.9017,66.9131,-97.8148,0.27232,0.226995,-0.499315
357,0.08925,23.3445,72.5374,-95.882,0.238579,0.261249,-0.499829
358,0.0895,15.6434,77.7146,-93.358,0.203368,0.293893,-0.497261
359,0.08975,7.84591,82.4126,-90.2585,0.166903,0.324724,-0.491627
360,0.09,-2.02141e-12,86.6025,-86.6025,0.12941,0.353553,-0.482963
361,0.09025,-7.84591,90.2585,-82.4126,0.0911178,0.380203,-0.471321
362,0.0905,-15.6434,93.358,-77.7146,0.0522642,0.404508,-0.456773
363,0.09075,-23.3445,95.882,-72.5374,0.0130885,0.42632,-0.439409
364,0.091,-30.9017,97.8148,-66.9131,-0.026168,0.445503,-0.419335
365,0.09125,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,-0.396677
366,0.0915,-45.399,99.863,-54.4639,-0.103956,0.475528,-0.371572
367,0.09175,-52.2499,99.9657,-47.7159,-0.142008,0.486185,-0.344177
368,0.092,-58.7785,99.4522,-40.6737,-0.179184,0.493844,-0.31466
369,0.09225,-64.9448,98.3255,-33.3807,-0.215256,0.498459,-0.283203
370,0.0925,-70.7107,96.5926,-25.8819,-0.25,0.5,-0.25
371,0.09275,-76.0406,94.2641,-18.2236,-0.283203,0.498459,-0.215256
372,0.093,-80.9017,91.3545,-10.4528,-0.31466,0.493844,-0.179184
373,0.09325,-85.264,87.8817,-2.61769,-0.344177,0.486185,-0.142008
374,0.0935,-89.1007,83.8671,5.2336,-0.371572,0.475528,-0.103956
375,0.09375,-92.388,79.3353,13.0526,-0.396677,0.46194,-0.0652631
376,0.094,-95.1057,74.3145,20.7912,-0.419335,0.445503,-0.026168
377,0.09425,-97.237,68.8355,28.4015,-0.439409,0.42632,0.0130885
378,0.0945,-98.7688,62.932,35.8368,-0.456773,0.404508,0.0522642
379,0.09475,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.0911178
380,0.095,-100,50,50,-0.482963,0.353553,0.12941
381,0.09525,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.166903
382,0.0955,-98.7688,35.8368,62.932,-0.497261,0.293893,0.203368
383,0.09575,-97.237,28.4015,68.8355,-0.499829,0.261249,0.238579
384,0.096,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
385,0.09625,-92.388,13.0526,79.3353,-0.495722,0.191342,0.304381
386,0.0965,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.334565
387,0.09675,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.362687
388,0.097,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.388573
389,0.09725,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.412063
390,0.0975,-70.7107,-25.8819,96.5926,-0.433013,-1.18834e-14,0.433013
391,0.09775,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,0.451293
392,0.098,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,0.46679
393,0.09825,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,0.47941
394,0.0985,-45.399,-54.4639,99.863,-0.334565,-0.154508,0.489074
395,0.09875,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,0.495722
396,0.099,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,0.499315
397,0.09925,-23.3445,-72.5374,95.882,-0.238579,-0.261249,0.499829
398,0.0995,-15.6434,-77.7146,93.358,-0.203368,-0.293893,0.497261
399,0.09975,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,0.491627
400,0.1,2.36443e-12,-86.6025,86.6025,-0.12941,-0.353553,0.482963
401,0.10025,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,0.471321
402,0.1005,15.6434,-93.358,77.7146,-0.0522642,-0.404508,0.456773
403,0.10075,23.3445,-95.882,72.5374,-0.0130885,-0.42632,0.439409
404,0.101,30.9017,-97.8148,66.9131,0.026168,-0.445503,0.419335
405,0.10125,38.2683,-99.1445,60.8761,0.0652631,-0.46194,0.396677
406,0.1015,45.399,-99.863,54.4639,0.103956,-0.475528,0.371572
407,0.10175,52.2499,-99.9657,47.7159,0.142008,-0.486185,0.344177
408,0.102,58.7785,-99.4522,40.6737,0.179184,-0.493844,0.31466
409,0.10225,64.9448,-98.3255,33.3807,0.215256,-0.498459,0.283203
410,0.1025,70.7107,-96.5926,25.8819,0.25,-0.5,0.25
411,0.10275,76.0406,-94.2641,18.2236,0.283203,-0.498459,0.215256
412,0.103,80.9017,-91.3545,10.4528,0.31466,-0.493844,0.179184
413,0.10325,85.264,-87.8817,2.61769,0.344177,-0.486185,0.142008
414,0.1035,89.1007,-83.8671,-5.2336,0.371572,-0.475528,0.103956
415,0.10375,92.388,-79.3353,-13.0526,0.396677,-0.46194,0.0652631
416,0.104,95.1057,-74.3145,-20.7912,0.419335,-0.445503,0.026168
417,0.10425,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.0130885
418,0.1045,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.0522642
419,0.10475,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.0911178
420,0.105,100,-50,-50,0.482963,-0.353553,-0.12941
421,0.10525,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.166903
422,0.1055,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.203368
423,0.10575,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.238579
424,0.106,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.27232
425,0.10625,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.304381
426,0.1065,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.334565
427,0.10675,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.362687
428,0.107,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.388573
429,0.10725,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.412063
430,0.1075,70.7107,25.8819,-96.5926,0.433013,1.35985e-14,-0.433013
431,0.10775,64.9448,33.3807,-98.3255,0.412063,0.0392295,-0.451293
432,0.108,58.7785,40.6737,-99.4522,0.388573,0.0782172,-0.46679
433,0.10825,52.2499,47.7159,-99.9657,0.362687,0.116723,-0.47941
434,0.1085,45.399,54.4639,-99.863,0.334565,0.154508,-0.489074
435,0.10875,38.2683,60.8761,-99.1445,0.304381,0.191342,-0.495722
436,0.109,30.9017,66.9131,-97.8148,0.27232,0.226995,-0.499315
437,0.10925,23.3445,72.5374,-95.882,0.238579,0.261249,-0.499829
438,0.1095,15.6434,77.7146,-93.358,0.203368,0.293893,-0.497261
439,0.10975,7.84591,82.4126,-90.2585,0.166903,0.324724,-0.491627
440,0.11,-2.35219e-12,86.6025,-86.6025,0.12941,0.353553,-0.482963
441,0.11025,-7.84591,90.2585,-82.4126,0.0911178,0.380203,-0.471321
442,0.1105,-15.6434,93.358,-77.7146,0.0522642,0.404508,-0.456773
443,0.11075,-23.3445,95.882,-72.5374,0.0130885,0.42632,-0.439409
444,0.111,-30.9017,97.8148,-66.9131,-0.026168,0.445503,-0.419335
445,0.11125,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,-0.396677
446,0.1115,-45.399,99.863,-54.4639,-0.103956,0.475528,-0.371572
447,0.11175,-52.2499,99.9657,-47.7159,-0.142008,0.486185,-0.344177
448,0.112,-58.7785,99.4522,-40.6737,-0.179184,0.493844,-0.31466
449,0.11225,-64.9448,98.3255,-33.3807,-0.215256,0.498459,-0.283203
450,0.1125,-70.7107,96.5926,-25.8819,-0.25,0.5,-0.25
451,0.11275,-76.0406,94.2641,-18.2236,-0.283203,0.498459,-0.215256
452,0.113,-80.9017,91.3545,-10.4528,-0.31466,0.493844,-0.179184
453,0.11325,-85.264,87.8817,-2.61769,-0.344177,0.486185,-0.142008
454,0.1135,-89.1007,83.8671,5.2336,-0.371572,0.475528,-0.103956
455,0.11375,-92.388,79.3353,13.0526,-0.396677,0.46194,-0.0652631
456,0.114,-95.1057,74.3145,20.7912,-0.419335,0.445503,-0.026168
457,0.11425,-97.237,68.8355,28.4015,-0.439409,0.42632,0.0130885
458,0.1145,-98.7688,62.932,35.8368,-0.456773,0.404508,0.0522642
459,0.11475,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.0911178
460,0.115,-100,50,50,-0.482963,0.353553,0.12941
461,0.11525,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.166903
462,0.1155,-98.7688,35.8368,62.932,-0.497261,0.293893,0.203368
463,0.11575,-97.237,28.4015,68.8355,-0.499829,0.261249,0.238579
464,0.116,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
465,0.11625,-92.388,13.0526,79.3353,-0.495722,0.191342,0.304381
466,0.1165,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.334565
467,0.11675,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.362687
468,0.117,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.388573
469,0.11725,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.412063
470,0.1175,-70.7107,-25.8819,96.5926,-0.433013,-1.53137e-14,0.433013
471,0.11775,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,0.451293
472,0.118,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,0.46679
473,0.11825,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,0.47941
474,0.1185,-45.399,-54.4639,99.863,-0.334565,-0.154508,0.489074
475,0.11875,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,0.495722
476,0.119,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,0.499315
477,0.11925,-23.3445,-72.5374,95.882,-0.238579,-0.261249,0.499829
478,0.1195,-15.6434,-77.7146,93.358,-0.203368,-0.293893,0.497261
479,0.11975,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,0.491627
480,0.12,2.69521e-12,-86.6025,86.6025,-0.12941,-0.353553,0.482963
481,0.12025,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,0.471321
482,0.1205,15.6434,-93.358,77.7146,-0.0522642,-0.404508,0.456773
483,0.12075,23.3445,-95.882,72.5374,-0.0130885,-0.42632,0.439409
484,0.121,30.9017,-97.8148,66.9131,0.026168,-0.445503,0.419335
485,0.12125,38.2683,-99.1445,60.8761,0.0652631,-0.46194,0.396677
486,0.1215,45.399,-99.863,54.4639,0.103956,-0.475528,0.371572
487,0.12175,52.2499,-99.9657,47.7159,0.142008,-0.486185,0.344177
488,0.122,58.7785,-99.4522,40.6737,0.179184,-0.493844,0.31466
489,0.12225,64.9448,-98.3255,33.3807,0.215256,-0.498459,0.283203
490,0.1225,70.7107,-96.5926,25.8819,0.25,-0.5,0.25
491,0.12275,76.0406,-94.2641,18.2236,0.283203,-0.498459,0.215256
492,0.123,80.9017,-91.3545,10.4528,0.31466,-0.493844,0.179184
493,0.12325,85.264,-87.8817,2.61769,0.344177,-0.486185,0.142008
494,0.1235,89.1007,-83.8671,-5.2336,0.371572,-0.475528,0.103956
495,0.12375,92.388,-79.3353,-13.0526,0.396677,-0.46194,0.0652631
496,0.124,95.1057,-74.3145,-20.7912,0.419335,-0.445503,0.026168
497,0.12425,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.0130885
498,0.1245,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.0522642
499,0.12475,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.0911178
500,0.125,100,-50,-50,0.482963,-0.353553,-0.12941
501,0.12525,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.166903
502,0.1255,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.203368
503,0.12575,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.238579
504,0.126,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.27232
505,0.12625,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.304381
506,0.1265,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.334565
507,0.12675,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.362687
508,0.127,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.388573
509,0.12725,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.412063
510,0.1275,70.7107,25.8819,-96.5926,0.433013,1.34761e-14,-0.433013
511,0.12775,64.9448,33.3807,-98.3255,0.412063,0.0392295,-0.451293
512,0.128,58.7785,40.6737,-99.4522,0.388573,0.0782172,-0.46679
513,0.12825,52.2499,47.7159,-99.9657,0.362687,0.116723,-0.47941
514,0.1285,45.399,54.4639,-99.863,0.334565,0.154508,-0.489074
515,0.12875,38.2683,60.8761,-99.1445,0.304381,0.191342,-0.495722
516,0.129,30.9017,66.9131,-97.8148,0.27232,0.226995,-0.499315
517,0.12925,23.3445,72.5374,-95.882,0.238579,0.261249,-0.499829
518,0.1295,15.6434,77.7146,-93.358,0.203368,0.293893,-0.497261
519,0.12975,7.84591,82.4126,-90.2585,0.166903,0.324724,-0.491627
520,0.13,-3.03824e-12,86.6025,-86.6025,0.12941,0.353553,-0.482963
521,0.13025,-7.84591,90.2585,-82.4126,0.0911178,0.380203,-0.471321
522,0.1305,-15.6434,93.358,-77.7146,0.0522642,0.404508,-0.456773
523,0.13075,-23.3445,95.882,-72.5374,0.0130885,0.42632,-0.439409
524,0.131,-30.9017,97.8148,-66.9131,-0.026168,0.445503,-0.419335
525,0.13125,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,-0.396677
526,0.1315,-45.399,99.863,-54.4639,-0.103956,0.475528,-0.371572
527,0.13175,-52.2499,99.9657,-47.7159,-0.142008,0.486185,-0.344177
528,0.132,-58.7785,99.4522,-40.6737,-0.179184,0.493844,-0.31466
529,0.13225,-64.9448,98.3255,-33.3807,-0.215256,0.498459,-0.283203
530,0.1325,-70.7107,96.5926,-25.8819,-0.25,0.5,-0.25
531,0.13275,-76.0406,94.2641,-18.2236,-0.283203,0.498459,-0.215256
532,0.133,-80.9017,91.3545,-10.4528,-0.31466,0.493844,-0.179184
533,0.13325,-85.264,87.8817,-2.61769,-0.344177,0.486185,-0.142008
534,0.1335,-89.1007,83.8671,5.2336,-0.371572,0.475528,-0.103956
535,0.13375,-92.388,79.3353,13.0526,-0.396677,0.46194,-0.0652631
536,0.134,-95.1057,74.3145,20.7912,-0.419335,0.445503,-0.026168
537,0.13425,-97.237,68.8355,28.4015,-0.439409,0.42632,0.0130885
538,0.1345,-98.7688,62.932,35.8368,-0.456773,0.404508,0.0522642
539,0.13475,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.0911178
540,0.135,-100,50,50,-0.482963,0.353553,0.12941
541,0.13525,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.166903
542,0.1355,-98.7688,35.8368,62.932,-0.497261,0.293893,0.203368
543,0.13575,-97.237,28.4015,68.8355,-0.499829,0.261249,0.238579
544,0.136,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
545,0.13625,-92.388,13.0526,79.3353,-0.495722,0.191342,0.304381
546,0.1365,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.334565
547,0.13675,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.362687
548,0.137,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.388573
549,0.13725,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.412063
550,0.1375,-70.7107,-25.8819,96.5926,-0.433013,-1.51912e-14,0.433013
551,0.13775,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,0.451293
552,0.138,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,0.46679
553,0.13825,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,0.47941
554,0.1385,-45.399,-54.4639,99.863,-0.334565,-0.154508,0.489074
555,0.13875,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,0.495722
556,0.139,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,0.499315
557,0.13925,-23.3445,-72.5374,95.882,-0.238579,-0.261249,0.499829
558,0.1395,-15.6434,-77.7146,93.358,-0.203368,-0.293893,0.497261
559,0.13975,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,0.491627
560,0.14,3.38126e-12,-86.6025,86.6025,-0.12941,-0.353553,0.482963
561,0.14025,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,0.471321
562,0.1405,15.6434,-93.358,77.7146,-0.0522642,-0.404508,0.456773
563,0.14075,23.3445,-95.882,72.5374,-0.0130885,-0.42632,0.439409
564,0.141,30.9017,-97.8148,66.9131,0.026168,-0.445503,0.419335
565,0.14125,38.2683,-99.1445,60.8761,0.0652631,-0.46194,0.396677
566,0.1415,45.399,-99.863,54.4639,0.103956,-0.475528,0.371572
567,0.14175,52.2499,-99.9657,47.7159,0.142008,-0.486185,0.344177
568,0.142,58.7785,-99.4522,40.6737,0.179184,-0.493844,0.31466
569,0.14225,64.9448,-98.3255,33.3807,0.215256,-0.498459,0.283203
570,0.1425,70.7107,-96.5926,25.8819,0.25,-0.5,0.25
571,0.14275,76.0406,-94.2641,18.2236,0.283203,-0.498459,0.215256
572,0.143,80.9017,-91.3545,10.4528,0.31466,-0.493844,0.179184
573,0.14325,85.264,-87.8817,2.61769,0.344177,-0.486185,0.142008
574,0.1435,89.1007,-83.8671,-5.2336,0.371572,-0.475528,0.103956
575,0.14375,92.388,-79.3353,-13.0526,0.396677,-0.46194,0.0652631
576,0.144,95.1057,-74.3145,-20.7912,0.419335,-0.445503,0.026168
577,0.14425,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.0130885
578,0.1445,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.0522642
579,0.14475,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.0911178
580,0.145,100,-50,-50,0.482963,-0.353553,-0.12941
581,0.14525,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.166903
582,0.1455,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.203368
583,0.14575,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.238579
584,0.146,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.27232
585,0.14625,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.304381
586,0.1465,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.334565
587,0.14675,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.362687
588,0.147,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.388573
589,0.14725,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.412063
590,0.1475,70.7107,25.8819,-96.5926,0.433013,1.69063e-14,-0.433013
591,0.14775,64.9448,33.3807,-98.3255,0.412063,0.0392295,-0.451293
592,0.148,58.7785,40.6737,-99.4522,0.388573,0.0782172,-0.46679
593,0.14825,52.2499,47.7159,-99.9657,0.362687,0.116723,-0.47941
594,0.1485,45.399,54.4639,-99.863,0.334565,0.154508,-0.489074
595,0.14875,38.2683,60.8761,-99.1445,0.304381,0.191342,-0.495722
596,0.149,30.9017,66.9131,-97.8148,0.27232,0.226995,-0.499315
597,0.14925,23.3445,72.5374,-95.882,0.238579,0.261249,-0.499829
598,0.1495,15.6434,77.7146,-93.358,0.203368,0.293893,-0.497261
599,0.14975,7.84591,82.4126,-90.2585,0.166903,0.324724,-0.491627
600,0.15,-3.01375e-12,86.6025,-86.6025,0.12941,0.353553,-0.482963
601,0.15025,-7.84591,90.2585,-82.4126,0.0911178,0.380203,-0.471321
602,0.1505,-15.6434,93.358,-77.7146,0.0522642,0.404508,-0.456773
603,0.15075,-23.3445,95.882,-72.5374,0.0130885,0.42632,-0.439409
604,0.151,-30.9017,97.8148,-66.9131,-0.026168,0.445503,-0.419335
605,0.15125,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,-0.396677
606,0.1515,-45.399,99.863,-54.4639,-0.103956,0.475528,-0.371572
607,0.15175,-52.2499,99.9657,-47.7159,-0.142008,0.486185,-0.344177
608,0.152,-58.7785,99.4522,-40.6737,-0.179184,0.493844,-0.31466
609,0.15225,-64.9448,98.3255,-33.3807,-0.215256,0.498459,-0.283203
610,0.1525,-70.7107,96.5926,-25.8819,-0.25,0.5,-0.25
611,0.15275,-76.0406,94.2641,-18.2236,-0.283203,0.498459,-0.215256
612,0.153,-80.9017,91.3545,-10.4528,-0.31466,0.493844,-0.179184
613,0.15325,-85.264,87.8817,-2.61769,-0.344177,0.486185,-0.142008
614,0.1535,-89.1007,83.8671,5.2336,-0.371572,0.475528,-0.103956
615,0.15375,-92.388,79.3353,13.0526,-0.396677,0.46194,-0.0652631
616,0.154,-95.1057,74.3145,20.7912,-0.419335,0.445503,-0.026168
617,0.15425,-97.237,68.8355,28.4015,-0.439409,0.42632,0.0130885
618,0.1545,-98.7688,62.932,35.8368,-0.456773,0.404508,0.0522642
619,0.15475,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.0911178
620,0.155,-100,50,50,-0.482963,0.353553,0.12941
621,0.15525,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.166903
622,0.1555,-98.7688,35.8368,62.932,-0.497261,0.293893,0.203368
623,0.15575,-97.237,28.4015,68.8355,-0.499829,0.261249,0.238579
624,0.156,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
625,0.15625,-92.388,13.0526,79.3353,-0.495722,0.191342,0.304381
626,0.1565,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.334565
627,0.15675,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.362687
628,0.157,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.388573
629,0.15725,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.412063
630,0.1575,-70.7107,-25.8819,96.5926,-0.433013,-1.86214e-14,0.433013
631,0.15775,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,0.451293
632,0.158,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,0.46679
633,0.15825,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,0.47941
634,0.1585,-45.399,-54.4639,99.863,-0.334565,-0.154508,0.489074
635,0.15875,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,0.495722
636,0.159,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,0.499315
637,0.15925,-23.3445,-72.5374,95.882,-0.238579,-0.261249,0.499829
638,0.1595,-15.6434,-77.7146,93.358,-0.203368,-0.293893,0.497261
639,0.15975,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,0.491627
640,0.16,3.35677e-12,-86.6025,86.6025,-0.12941,-0.353553,0.482963
641,0.16025,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,0.471321
642,0.1605,15.6434,-93.358,77.7146,-0.0522642,-0.404508,0.456773
643,0.16075,23.3445,-95.882,72.5374,-0.0130885,-0.42632,0.439409
644,0.161,30.9017,-97.8148,66.9131,0.026168,-0.445503,0.419335
645,0.16125,38.2683,-99.1445,60.8761,0.0652631,-0.46194,0.396677
646,0.1615,45.399,-99.863,54.4639,0.103956,-0.475528,0.371572
647,0.16175,52.2499,-99.9657,47.7159,0.142008,-0.486185,0.344177
648,0.162,58.7785,-99.4522,40.6737,0.179184,-0.493844,0.31466
649,0.16225,64.9448,-98.3255,33.3807,0.215256,-0.498459,0.283203
650,0.1625,70.7107,-96.5926,25.8819,0.25,-0.5,0.25
651,0.16275,76.0406,-94.2641,18.2236,0.283203,-0.498459,0.215256
652,0.163,80.9017,-91.3545,10.4528,0.31466,-0.493844,0.179184
653,0.16325,85.264,-87.8817,2.61769,0.344177,-0.486185,0.142008
654,0.1635,89.1007,-83.8671,-5.2336,0.371572,-0.475528,0.103956
655,0.16375,92.388,-79.3353,-13.0526,0.396677,-0.46194,0.0652631
656,0.164,95.1057,-74.3145,-20.7912,0.419335,-0.445503,0.026168
657,0.16425,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.0130885
658,0.1645,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.0522642
659,0.16475,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.0911178
660,0.165,100,-50,-50,0.482963,-0.353553,-0.12941
661,0.16525,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.166903
662,0.1655,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.203368
663,0.16575,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.238579
664,0.166,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.27232
665,0.16625,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.304381
666,0.1665,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.334565
667,0.16675,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.362687
668,0.167,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.388573
669,0.16725,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.412063
670,0.1675,70.7107,25.8819,-96.5926,0.433013,2.03366e-14,-0.433013
671,0.16775,64.9448,33.3807,-98.3255,0.412063,0.0392295,-0.451293
672,0.168,58.7785,40.6737,-99.4522,0.388573,0.0782172,-0.46679
673,0.16825,52.2499,47.7159,-99.9657,0.362687,0.116723,-0.47941
674,0.1685,45.399,54.4639,-99.863,0.334565,0.154508,-0.489074
675,0.16875,38.2683,60.8761,-99.1445,0.304381,0.191342,-0.495722
676,0.169,30.9017,66.9131,-97.8148,0.27232,0.226995,-0.499315
677,0.16925,23.3445,72.5374,-95.882,0.238579,0.261249,-0.499829
678,0.1695,15.6434,77.7146,-93.358,0.203368,0.293893,-0.497261
679,0.16975,7.84591,82.4126,-90.2585,0.166903,0.324724,-0.491627
680,0.17,-3.6998e-12,86.6025,-86.6025,0.12941,0.353553,-0.482963
681,0.17025,-7.84591,90.2585,-82.4126,0.0911178,0.380203,-0.471321
682,0.1705,-15.6434,93.358,-77.7146,0.0522642,0.404508,-0.456773
683,0.17075,-23.3445,95.882,-72.5374,0.0130885,0.42632,-0.439409
684,0.171,-30.9017,97.8148,-66.9131,-0.026168,0.445503,-0.419335
685,0.17125,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,-0.396677
686,0.1715,-45.399,99.863,-54.4639,-0.103956,0.475528,-0.371572
687,0.17175,-52.2499,99.9657,-47.7159,-0.142008,0.486185,-0.344177
688,0.172,-58.7785,99.4522,-40.6737,-0.179184,0.493844,-0.31466
689,0.17225,-64.9448,98.3255,-33.3807,-0.215256,0.498459,-0.283203
690,0.1725,-70.7107,96.5926,-25.8819,-0.25,0.5,-0.25
691,0.17275,-76.0406,94.2641,-18.2236,-0.283203,0.498459,-0.215256
692,0.173,-80.9017,91.3545,-10.4528,-0.31466,0.493844,-0.179184
693,0.17325,-85.264,87.8817,-2.61769,-0.344177,0.486185,-0.142008
694,0.1735,-89.1007,83.8671,5.2336,-0.371572,0.475528,-0.103956
695,0.17375,-92.388,79.3353,13.0526,-0.396677,0.46194,-0.0652631
696,0.174,-95.1057,74.3145,20.7912,-0.419335,0.445503,-0.026168
697,0.17425,-97.237,68.8355,28.4015,-0.439409,0.42632,0.0130885
698,0.1745,-98.7688,62.932,35.8368,-0.456773,0.404508,0.0522642
699,0.17475,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.0911178
700,0.175,-100,50,50,-0.482963,0.353553,0.12941
701,0.17525,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.166903
702,0.1755,-98.7688,35.8368,62.932,-0.497261,0.293893,0.203368
703,0.17575,-97.237,28.4015,68.8355,-0.499829,0.261249,0.238579
704,0.176,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.27232
