step,time,U1_A,U1_B,U1_C,I1_A,I1_B,I1_C,abs(U1_A),abs(U1_B),abs(U1_C),abs(I1_A),abs(I1_B),abs(I1_C),abs(3U0),abs(3I0),ovcp(1),ovcp(2),zccp(1),zccp(1)
642,0.1605,-98.7688,35.8368,62.932,-0.497261,0.293893,0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
643,0.16075,-97.237,28.4015,68.8355,-0.499829,0.261249,0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
644,0.161,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
645,0.16125,-92.388,13.0526,79.3353,-0.495722,0.191342,0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
646,0.1615,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
647,0.16175,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
648,0.162,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
649,0.16225,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
650,0.1625,-70.7107,-25.8819,96.5926,-0.433013,-1.86214e-14,-1.86214e-14,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
651,0.16275,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,-0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
652,0.163,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,-0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
653,0.16325,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,-0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
654,0.1635,-45.399,-54.4639,99.863,-0.334565,-0.154508,-0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
655,0.16375,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,-0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
656,0.164,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,-0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
657,0.16425,-23.3445,-72.5374,95.882,-0.238579,-0.261249,-0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
658,0.1645,-15.6434,-77.7146,93.358,-0.203368,-0.293893,-0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
659,0.16475,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,-0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
660,0.165,3.35677e-12,-86.6025,86.6025,-0.12941,-0.353553,-0.353553,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
661,0.16525,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,-0.380203,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
662,0.1655,15.6434,-93.358,77.7146,-0.0522642,-0.404508,-0.404508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
663,0.16575,23.3445,-95.882,72.5374,-0.0130885,-0.42632,-0.42632,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
664,0.166,30.9017,-97.8148,66.9131,0.026168,-0.445503,-0.445503,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
665,0.16625,38.2683,-99.1445,60.8761,0.0652631,-0.46194,-0.46194,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
666,0.1665,45.399,-99.863,54.4639,0.103956,-0.475528,-0.475528,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
667,0.16675,52.2499,-99.9657,47.7159,0.142008,-0.486185,-0.486185,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
668,0.167,58.7785,-99.4522,40.6737,0.179184,-0.493844,-0.493844,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
669,0.16725,64.9448,-98.3255,33.3807,0.215256,-0.498459,-0.498459,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
670,0.1675,70.7107,-96.5926,25.8819,0.25,-0.5,-0.5,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
671,0.16775,76.0406,-94.2641,18.2236,0.283203,-0.498459,-0.498459,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
672,0.168,80.9017,-91.3545,10.4528,0.31466,-0.493844,-0.493844,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
673,0.16825,85.264,-87.8817,2.61769,0.344177,-0.486185,-0.486185,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
674,0.1685,89.1007,-83.8671,-5.2336,0.371572,-0.475528,-0.475528,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
675,0.16875,92.388,-79.3353,-13.0526,0.396677,-0.46194,-0.46194,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
676,0.169,95.1057,-74.3145,-20.7912,0.419335,-0.445503,-0.445503,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
677,0.16925,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.42632,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
678,0.1695,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.404508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
679,0.16975,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.380203,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
680,0.17,100,-50,-50,0.482963,-0.353553,-0.353553,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
681,0.17025,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
682,0.1705,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
683,0.17075,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
684,0.171,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
685,0.17125,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
686,0.1715,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
687,0.17175,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
688,0.172,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
689,0.17225,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
690,0.1725,70.7107,25.8819,-96.5926,0.433013,2.03366e-14,2.03366e-14,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
691,0.17275,64.9448,33.3807,-98.3255,0.412063,0.0392295,0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
692,0.173,58.7785,40.6737,-99.4522,0.388573,0.0782172,0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
693,0.17325,52.2499,47.7159,-99.9657,0.362687,0.116723,0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
694,0.1735,45.399,54.4639,-99.863,0.334565,0.154508,0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
695,0.17375,38.2683,60.8761,-99.1445,0.304381,0.191342,0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
696,0.174,30.9017,66.9131,-97.8148,0.27232,0.226995,0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
697,0.17425,23.3445,72.5374,-95.882,0.238579,0.261249,0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
698,0.1745,15.6434,77.7146,-93.358,0.203368,0.293893,0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
699,0.17475,7.84591,82.4126,-90.2585,0.166903,0.324724,0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
700,0.175,-3.6998e-12,86.6025,-86.6025,0.12941,0.353553,0.353553,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
701,0.17525,-7.84591,90.2585,-82.4126,0.0911178,0.380203,0.380203,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
702,0.1755,-15.6434,93.358,-77.7146,0.0522642,0.404508,0.404508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
703,0.17575,-23.3445,95.882,-72.5374,0.0130885,0.42632,0.42632,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
704,0.176,-30.9017,97.8148,-66.9131,-0.026168,0.445503,0.445503,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
705,0.17625,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,0.46194,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
706,0.1765,-45.399,99.863,-54.4639,-0.103956,0.475528,0.475528,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
707,0.17675,-52.2499,99.9657,-47.7159,-0.142008,0.486185,0.486185,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
708,0.177,-58.7785,99.4522,-40.6737,-0.179184,0.493844,0.493844,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
709,0.17725,-64.9448,98.3255,-33.3807,-0.215256,0.498459,0.498459,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
710,0.1775,-70.7107,96.5926,-25.8819,-0.25,0.5,0.5,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
711,0.17775,-76.0406,94.2641,-18.2236,-0.283203,0.498459,0.498459,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
712,0.178,-80.9017,91.3545,-10.4528,-0.31466,0.493844,0.493844,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
713,0.17825,-85.264,87.8817,-2.61769,-0.344177,0.486185,0.486185,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
714,0.1785,-89.1007,83.8671,5.2336,-0.371572,0.475528,0.475528,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
715,0.17875,-92.388,79.3353,13.0526,-0.396677,0.46194,0.46194,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
716,0.179,-95.1057,74.3145,20.7912,-0.419335,0.445503,0.445503,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
717,0.17925,-97.237,68.8355,28.4015,-0.439409,0.42632,0.42632,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
718,0.1795,-98.7688,62.932,35.8368,-0.456773,0.404508,0.404508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
719,0.17975,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.380203,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
720,0.18,-100,50,50,-0.482963,0.353553,0.353553,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
721,0.18025,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
722,0.1805,-98.7688,35.8368,62.932,-0.497261,0.293893,0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
723,0.18075,-97.237,28.4015,68.8355,-0.499829,0.261249,0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
724,0.181,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
725,0.18125,-92.388,13.0526,79.3353,-0.495722,0.191342,0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
726,0.1815,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
727,0.18175,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
728,0.182,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
729,0.18225,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
730,0.1825,-70.7107,-25.8819,96.5926,-0.433013,-2.20517e-14,-2.20517e-14,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
731,0.18275,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,-0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
732,0.183,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,-0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
733,0.18325,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,-0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
734,0.1835,-45.399,-54.4639,99.863,-0.334565,-0.154508,-0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
735,0.18375,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,-0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
736,0.184,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,-0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
737,0.18425,-23.3445,-72.5374,95.882,-0.238579,-0.261249,-0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
738,0.1845,-15.6434,-77.7146,93.358,-0.203368,-0.293893,-0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
739,0.18475,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,-0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
740,0.185,4.04282e-12,-86.6025,86.6025,-0.12941,-0.353553,-0.353553,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
741,0.18525,7.84591,-90.2585,82.4126,-0.0911178,-0.380203,-0.380203,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
742,0.1855,15.6434,-93.358,77.7146,-0.0522642,-0.404508,-0.404508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
743,0.18575,23.3445,-95.882,72.5374,-0.0130885,-0.42632,-0.42632,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
744,0.186,30.9017,-97.8148,66.9131,0.026168,-0.445503,-0.445503,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
745,0.18625,38.2683,-99.1445,60.8761,0.0652631,-0.46194,-0.46194,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
746,0.1865,45.399,-99.863,54.4639,0.103956,-0.475528,-0.475528,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
747,0.18675,52.2499,-99.9657,47.7159,0.142008,-0.486185,-0.486185,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
748,0.187,58.7785,-99.4522,40.6737,0.179184,-0.493844,-0.493844,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
749,0.18725,64.9448,-98.3255,33.3807,0.215256,-0.498459,-0.498459,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
750,0.1875,70.7107,-96.5926,25.8819,0.25,-0.5,-0.5,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
751,0.18775,76.0406,-94.2641,18.2236,0.283203,-0.498459,-0.498459,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
752,0.188,80.9017,-91.3545,10.4528,0.31466,-0.493844,-0.493844,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
753,0.18825,85.264,-87.8817,2.61769,0.344177,-0.486185,-0.486185,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
754,0.1885,89.1007,-83.8671,-5.2336,0.371572,-0.475528,-0.475528,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
755,0.18875,92.388,-79.3353,-13.0526,0.396677,-0.46194,-0.46194,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
756,0.189,95.1057,-74.3145,-20.7912,0.419335,-0.445503,-0.445503,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
757,0.18925,97.237,-68.8355,-28.4015,0.439409,-0.42632,-0.42632,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
758,0.1895,98.7688,-62.932,-35.8368,0.456773,-0.404508,-0.404508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
759,0.18975,99.6917,-56.6406,-43.0511,0.471321,-0.380203,-0.380203,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
760,0.19,100,-50,-50,0.482963,-0.353553,-0.353553,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
761,0.19025,99.6917,-43.0511,-56.6406,0.491627,-0.324724,-0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
762,0.1905,98.7688,-35.8368,-62.932,0.497261,-0.293893,-0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
763,0.19075,97.237,-28.4015,-68.8355,0.499829,-0.261249,-0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
764,0.191,95.1057,-20.7912,-74.3145,0.499315,-0.226995,-0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
765,0.19125,92.388,-13.0526,-79.3353,0.495722,-0.191342,-0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
766,0.1915,89.1007,-5.2336,-83.8671,0.489074,-0.154508,-0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
767,0.19175,85.264,2.61769,-87.8817,0.47941,-0.116723,-0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
768,0.192,80.9017,10.4528,-91.3545,0.46679,-0.0782172,-0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
769,0.19225,76.0406,18.2236,-94.2641,0.451293,-0.0392295,-0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
770,0.1925,70.7107,25.8819,-96.5926,0.433013,2.37668e-14,2.37668e-14,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
771,0.19275,64.9448,33.3807,-98.3255,0.412063,0.0392295,0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
772,0.193,58.7785,40.6737,-99.4522,0.388573,0.0782172,0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
773,0.19325,52.2499,47.7159,-99.9657,0.362687,0.116723,0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
774,0.1935,45.399,54.4639,-99.863,0.334565,0.154508,0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
775,0.19375,38.2683,60.8761,-99.1445,0.304381,0.191342,0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
776,0.194,30.9017,66.9131,-97.8148,0.27232,0.226995,0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
777,0.19425,23.3445,72.5374,-95.882,0.238579,0.261249,0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
778,0.1945,15.6434,77.7146,-93.358,0.203368,0.293893,0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
779,0.19475,7.84591,82.4126,-90.2585,0.166903,0.324724,0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
780,0.195,-4.38584e-12,86.6025,-86.6025,0.12941,0.353553,0.353553,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
781,0.19525,-7.84591,90.2585,-82.4126,0.0911178,0.380203,0.380203,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
782,0.1955,-15.6434,93.358,-77.7146,0.0522642,0.404508,0.404508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
783,0.19575,-23.3445,95.882,-72.5374,0.0130885,0.42632,0.42632,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
784,0.196,-30.9017,97.8148,-66.9131,-0.026168,0.445503,0.445503,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
785,0.19625,-38.2683,99.1445,-60.8761,-0.0652631,0.46194,0.46194,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
786,0.1965,-45.399,99.863,-54.4639,-0.103956,0.475528,0.475528,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
787,0.19675,-52.2499,99.9657,-47.7159,-0.142008,0.486185,0.486185,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
788,0.197,-58.7785,99.4522,-40.6737,-0.179184,0.493844,0.493844,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
789,0.19725,-64.9448,98.3255,-33.3807,-0.215256,0.498459,0.498459,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
790,0.1975,-70.7107,96.5926,-25.8819,-0.25,0.5,0.5,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
791,0.19775,-76.0406,94.2641,-18.2236,-0.283203,0.498459,0.498459,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
792,0.198,-80.9017,91.3545,-10.4528,-0.31466,0.493844,0.493844,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
793,0.19825,-85.264,87.8817,-2.61769,-0.344177,0.486185,0.486185,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
794,0.1985,-89.1007,83.8671,5.2336,-0.371572,0.475528,0.475528,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
795,0.19875,-92.388,79.3353,13.0526,-0.396677,0.46194,0.46194,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
796,0.199,-95.1057,74.3145,20.7912,-0.419335,0.445503,0.445503,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
797,0.19925,-97.237,68.8355,28.4015,-0.439409,0.42632,0.42632,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
798,0.1995,-98.7688,62.932,35.8368,-0.456773,0.404508,0.404508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
799,0.19975,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.380203,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
800,0.2,-100,50,50,-0.482963,0.353553,0.353553,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
801,0.20025,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
802,0.2005,-98.7688,35.8368,62.932,-0.497261,0.293893,0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
803,0.20075,-97.237,28.4015,68.8355,-0.499829,0.261249,0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
804,0.201,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
805,0.20125,-92.388,13.0526,79.3353,-0.495722,0.191342,0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
806,0.2015,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
807,0.20175,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
808,0.202,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
809,0.20225,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
810,0.2025,-70.7107,-25.8819,96.5926,-0.433013,-2.54819e-14,-2.54819e-14,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
811,0.20275,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,-0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
