step,time,U1_A,U1_B,U1_C,I1_A,I1_B,I1_C,abs(U1_A),abs(U1_B),abs(U1_C),abs(I1_A),abs(I1_B),abs(I1_C),abs(3U0),abs(3I0),ovcp(1),ovcp(2),zccp(1),zccp(1)
1592,0.398,-80.9017,91.3545,-10.4528,-0.31466,0.493844,0.493844,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1593,0.39825,-85.264,87.8817,-2.61769,-0.344177,0.486185,0.486185,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1594,0.3985,-89.1007,83.8671,5.2336,-0.371572,0.475528,0.475528,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1595,0.39875,-92.388,79.3353,13.0526,-0.396677,0.46194,0.46194,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1596,0.399,-95.1057,74.3145,20.7912,-0.419335,0.445503,0.445503,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1597,0.39925,-97.237,68.8355,28.4015,-0.439409,0.42632,0.42632,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1598,0.3995,-98.7688,62.932,35.8368,-0.456773,0.404508,0.404508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1599,0.39975,-99.6917,56.6406,43.0511,-0.471321,0.380203,0.380203,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1600,0.4,-100,50,50,-0.482963,0.353553,0.353553,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1601,0.40025,-99.6917,43.0511,56.6406,-0.491627,0.324724,0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1602,0.4005,-98.7688,35.8368,62.932,-0.497261,0.293893,0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1603,0.40075,-97.237,28.4015,68.8355,-0.499829,0.261249,0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1604,0.401,-95.1057,20.7912,74.3145,-0.499315,0.226995,0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1605,0.40125,-92.388,13.0526,79.3353,-0.495722,0.191342,0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1606,0.4015,-89.1007,5.2336,83.8671,-0.489074,0.154508,0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1607,0.40175,-85.264,-2.61769,87.8817,-0.47941,0.116723,0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1608,0.402,-80.9017,-10.4528,91.3545,-0.46679,0.0782172,0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1609,0.40225,-76.0406,-18.2236,94.2641,-0.451293,0.0392295,0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1610,0.4025,-70.7107,-25.8819,96.5926,-0.433013,2.52659e-12,2.52659e-12,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1611,0.40275,-64.9448,-33.3807,98.3255,-0.412063,-0.0392295,-0.0392295,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1612,0.403,-58.7785,-40.6737,99.4522,-0.388573,-0.0782172,-0.0782172,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1613,0.40325,-52.2499,-47.7159,99.9657,-0.362687,-0.116723,-0.116723,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1614,0.4035,-45.399,-54.4639,99.863,-0.334565,-0.154508,-0.154508,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1615,0.40375,-38.2683,-60.8761,99.1445,-0.304381,-0.191342,-0.191342,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1616,0.404,-30.9017,-66.9131,97.8148,-0.27232,-0.226995,-0.226995,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1617,0.40425,-23.3445,-72.5374,95.882,-0.238579,-0.261249,-0.261249,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1618,0.4045,-15.6434,-77.7146,93.358,-0.203368,-0.293893,-0.293893,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1619,0.40475,-7.84591,-82.4126,90.2585,-0.166903,-0.324724,-0.324724,100,100,100,0.5,0.5,0.5,1.13002e-05,1.7572e-07,0,0,0,0
1620,0.405,-5.13502e-10,-86.6025,86.6025,-0.12941,-0.353553,-0.353553,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1621,0.40525,0,-9.02585,8.24126,-4.54981,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1622,0.4055,0,-9.3358,7.77146,-4.3731,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1623,0.40575,0,-9.5882,7.25374,-4.16943,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1624,0.406,0,-9.78148,6.69131,-3.94005,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1625,0.40625,0,-9.91445,6.08761,-3.68639,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1626,0.4065,0,-9.9863,5.44639,-3.40999,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1627,0.40675,0,-9.99657,4.77159,-3.11257,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1628,0.407,0,-9.94522,4.06737,-2.79596,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1629,0.40725,0,-9.83255,3.33807,-2.46212,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1630,0.4075,0,-9.65926,2.58819,-2.11309,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1631,0.40775,0,-9.42641,1.82236,-1.75104,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1632,0.408,0,-9.13545,1.04528,-1.37819,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1633,0.40825,0,-8.78817,0.261769,-0.99684,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1634,0.4085,0,-8.38671,-0.52336,-0.609347,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1635,0.40875,0,-7.93353,-1.30526,-0.218097,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1636,0.409,0,-7.43145,-2.07912,0.174497,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1637,0.40925,0,-6.88355,-2.84015,0.566016,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1638,0.4095,0,-6.2932,-3.58368,0.954045,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1639,0.40975,0,-5.66406,-4.30511,1.33619,0,0,77.8866,66.6301,91.2846,1.02082,0.301836,0.426538,2.85713,0.9102,0,0,0,0
1640,0.41,0,-5,-5,1.7101,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1641,0.41025,0,-4.30511,-5.66406,2.07347,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1642,0.4105,0,-3.58368,-6.2932,2.42405,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1643,0.41075,0,-2.84015,-6.88355,2.75968,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1644,0.411,0,-2.07912,-7.43145,3.07831,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1645,0.41125,0,-1.30526,-7.93353,3.37795,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1646,0.4115,0,-0.52336,-8.38671,3.65677,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1647,0.41175,0,0.261769,-8.78817,3.91304,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1648,0.412,0,1.04528,-9.13545,4.14519,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1649,0.41225,0,1.82236,-9.42641,4.35178,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1650,0.4125,0,2.58819,-9.65926,4.53154,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1651,0.41275,0,3.33807,-9.83255,4.68336,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1652,0.413,0,4.06737,-9.94522,4.80631,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1653,0.41325,0,4.77159,-9.99657,4.89962,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1654,0.4135,0,5.44639,-9.9863,4.96273,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1655,0.41375,0,6.08761,-9.91445,4.99524,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1656,0.414,0,6.69131,-9.78148,4.99695,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1657,0.41425,0,7.25374,-9.5882,4.96786,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1658,0.4145,0,7.77146,-9.3358,4.90814,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1659,0.41475,0,8.24126,-9.02585,4.81815,0,0,50,56.6959,56.6959,2.54775,0.256326,0.261681,4.99999,2.38996,0,0,1,0
1660,0.415,0,8.66025,-8.66025,4.69846,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1661,0.41525,0,9.02585,-8.24126,4.54981,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1662,0.4155,0,9.3358,-7.77146,4.3731,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1663,0.41575,0,9.5882,-7.25374,4.16943,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1664,0.416,0,9.78148,-6.69131,3.94005,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1665,0.41625,0,9.91445,-6.08761,3.68639,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1666,0.4165,0,9.9863,-5.44639,3.40999,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1667,0.41675,0,9.99657,-4.77159,3.11257,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1668,0.417,0,9.94522,-4.06737,2.79596,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1669,0.41725,0,9.83255,-3.33807,2.46212,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1670,0.4175,0,9.65926,-2.58819,2.11309,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1671,0.41775,0,9.42641,-1.82236,1.75104,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1672,0.418,0,9.13545,-1.04528,1.37819,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1673,0.41825,0,8.78817,-0.261769,0.99684,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1674,0.4185,0,8.38671,0.52336,0.609347,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1675,0.41875,0,7.93353,1.30526,0.218097,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1676,0.419,0,7.43145,2.07912,-0.174497,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1677,0.41925,0,6.88355,2.84015,-0.566016,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1678,0.4195,0,6.2932,3.58368,-0.954045,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1679,0.41975,0,5.66406,4.30511,-1.33619,0,0,30.681,22.4156,46.5563,3.3699,0.0518362,0.184272,7.54408,3.23476,0,0,1,0
1680,0.42,0,5,5,-1.7101,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1681,0.42025,0,4.30511,5.66406,-2.07347,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1682,0.4205,0,3.58368,6.2932,-2.42405,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1683,0.42075,0,2.84015,6.88355,-2.75968,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1684,0.421,0,2.07912,7.43145,-3.07831,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1685,0.42125,0,1.30526,7.93353,-3.37795,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1686,0.4215,0,0.52336,8.38671,-3.65677,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1687,0.42175,0,-0.261769,8.78817,-3.91304,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1688,0.422,0,-1.04528,9.13545,-4.14519,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1689,0.42225,0,-1.82236,9.42641,-4.35178,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1690,0.4225,0,-2.58819,9.65926,-4.53154,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1691,0.42275,0,-3.33807,9.83255,-4.68336,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1692,0.423,0,-4.06737,9.94522,-4.80631,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1693,0.42325,0,-4.77159,9.99657,-4.89962,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1694,0.4235,0,-5.44639,9.9863,-4.96273,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1695,0.42375,0,-6.08761,9.91445,-4.99524,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1696,0.424,0,-6.69131,9.78148,-4.99695,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1697,0.42425,0,-7.25374,9.5882,-4.96786,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1698,0.4245,0,-7.77146,9.3358,-4.90814,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1699,0.42475,0,-8.24126,9.02585,-4.81815,0,0,1.28376e-11,11.728,11.728,4.89282,0.00883882,0.0120741,10,4.88979,1,0,1,0
1700,0.425,0,-8.66025,8.66025,-4.69846,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1701,0.42525,0,-9.02585,8.24126,-4.54981,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1702,0.4255,0,-9.3358,7.77146,-4.3731,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1703,0.42575,0,-9.5882,7.25374,-4.16943,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1704,0.426,0,-9.78148,6.69131,-3.94005,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1705,0.42625,0,-9.91445,6.08761,-3.68639,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1706,0.4265,0,-9.9863,5.44639,-3.40999,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1707,0.42675,0,-9.99657,4.77159,-3.11257,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1708,0.427,0,-9.94522,4.06737,-2.79596,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1709,0.42725,0,-9.83255,3.33807,-2.46212,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1710,0.4275,0,-9.65926,2.58819,-2.11309,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1711,0.42775,0,-9.42641,1.82236,-1.75104,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1712,0.428,0,-9.13545,1.04528,-1.37819,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1713,0.42825,0,-8.78817,0.261769,-0.99684,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1714,0.4285,0,-8.38671,-0.52336,-0.609347,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1715,0.42875,0,-7.93353,-1.30526,-0.218097,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1716,0.429,0,-7.43145,-2.07912,0.174497,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1717,0.42925,0,-6.88355,-2.84015,0.566016,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1718,0.4295,0,-6.2932,-3.58368,0.954045,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1719,0.42975,0,-5.66406,-4.30511,1.33619,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1720,0.43,0,-5,-5,1.7101,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1721,0.43025,0,-4.30511,-5.66406,2.07347,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1722,0.4305,0,-3.58368,-6.2932,2.42405,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1723,0.43075,0,-2.84015,-6.88355,2.75968,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1724,0.431,0,-2.07912,-7.43145,3.07831,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1725,0.43125,0,-1.30526,-7.93353,3.37795,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1726,0.4315,0,-0.52336,-8.38671,3.65677,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1727,0.43175,0,0.261769,-8.78817,3.91304,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1728,0.432,0,1.04528,-9.13545,4.14519,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1729,0.43225,0,1.82236,-9.42641,4.35178,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1730,0.4325,0,2.58819,-9.65926,4.53154,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1731,0.43275,0,3.33807,-9.83255,4.68336,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1732,0.433,0,4.06737,-9.94522,4.80631,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1733,0.43325,0,4.77159,-9.99657,4.89962,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1734,0.4335,0,5.44639,-9.9863,4.96273,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1735,0.43375,0,6.08761,-9.91445,4.99524,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1736,0.434,0,6.69131,-9.78148,4.99695,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1737,0.43425,0,7.25374,-9.5882,4.96786,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1738,0.4345,0,7.77146,-9.3358,4.90814,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1739,0.43475,0,8.24126,-9.02585,4.81815,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1740,0.435,0,8.66025,-8.66025,4.69846,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1741,0.43525,0,9.02585,-8.24126,4.54981,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1742,0.4355,0,9.3358,-7.77146,4.3731,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1743,0.43575,0,9.5882,-7.25374,4.16943,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1744,0.436,0,9.78148,-6.69131,3.94005,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1745,0.43625,0,9.91445,-6.08761,3.68639,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1746,0.4365,0,9.9863,-5.44639,3.40999,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1747,0.43675,0,9.99657,-4.77159,3.11257,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1748,0.437,0,9.94522,-4.06737,2.79596,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1749,0.43725,0,9.83255,-3.33807,2.46212,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1750,0.4375,0,9.65926,-2.58819,2.11309,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1751,0.43775,0,9.42641,-1.82236,1.75104,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1752,0.438,0,9.13545,-1.04528,1.37819,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1753,0.43825,0,8.78817,-0.261769,0.99684,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1754,0.4385,0,8.38671,0.52336,0.609347,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1755,0.43875,0,7.93353,1.30526,0.218097,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1756,0.439,0,7.43145,2.07912,-0.174497,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1757,0.43925,0,6.88355,2.84015,-0.566016,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1758,0.4395,0,6.2932,3.58368,-0.954045,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1759,0.43975,0,5.66406,4.30511,-1.33619,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1760,0.44,0,5,5,-1.7101,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1761,0.44025,0,4.30511,5.66406,-2.07347,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1762,0.4405,0,3.58368,6.2932,-2.42405,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1763,0.44075,0,2.84015,6.88355,-2.75968,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1764,0.441,0,2.07912,7.43145,-3.07831,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1765,0.44125,0,1.30526,7.93353,-3.37795,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1766,0.4415,0,0.52336,8.38671,-3.65677,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1767,0.44175,0,-0.261769,8.78817,-3.91304,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1768,0.442,0,-1.04528,9.13545,-4.14519,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1769,0.44225,0,-1.82236,9.42641,-4.35178,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1770,0.4425,0,-2.58819,9.65926,-4.53154,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1771,0.44275,0,-3.33807,9.83255,-4.68336,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1772,0.443,0,-4.06737,9.94522,-4.80631,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1773,0.44325,0,-4.77159,9.99657,-4.89962,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1774,0.4435,0,-5.44639,9.9863,-4.96273,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1775,0.44375,0,-6.08761,9.91445,-4.99524,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1776,0.444,0,-6.69131,9.78148,-4.99695,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1777,0.44425,0,-7.25374,9.5882,-4.96786,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1778,0.4445,0,-7.77146,9.3358,-4.90814,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1779,0.44475,0,-8.24126,9.02585,-4.81815,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1780,0.445,0,-8.66025,8.66025,-4.69846,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1781,0.44525,0,-9.02585,8.24126,-4.54981,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1782,0.4455,0,-9.3358,7.77146,-4.3731,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1783,0.44575,0,-9.5882,7.25374,-4.16943,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1784,0.446,0,-9.78148,6.69131,-3.94005,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1785,0.44625,0,-9.91445,6.08761,-3.68639,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1786,0.4465,0,-9.9863,5.44639,-3.40999,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1787,0.44675,0,-9.99657,4.77159,-3.11257,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1788,0.447,0,-9.94522,4.06737,-2.79596,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1789,0.44725,0,-9.83255,3.33807,-2.46212,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1790,0.4475,0,-9.65926,2.58819,-2.11309,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1791,0.44775,0,-9.42641,1.82236,-1.75104,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1792,0.448,0,-9.13545,1.04528,-1.37819,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1793,0.44825,0,-8.78817,0.261769,-0.99684,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1794,0.4485,0,-8.38671,-0.52336,-0.609347,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1795,0.44875,0,-7.93353,-1.30526,-0.218097,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1796,0.449,0,-7.43145,-2.07912,0.174497,0,0,0,10,10,5,0,0,10,5,1,0,1,0
1797,0.44925,0,-6.88355,-2.84015,0.566016,0,0,0,10,10,5,0,0,10,5,1,0,1,0
